Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
38365922,02/01/2018 04:48:08 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10456,1343 FULTON AVENUE,FULTON AVENUE,EAST 169 STREET,EAST 170 STREET,,,ADDRESS,BRONX,,N/A,Assigned,03/03/2018 04:48:08 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",02/06/2018 04:29:20 PM,03 BRONX,2029250070,BRONX,1011177,242909,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83336342104111,-73.90269439281727,"(40.83336342104111, -73.90269439281727)"
38412699,02/07/2018 01:48:52 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Other,Store,11354,131-08 40 ROAD,40 ROAD,DELONG STREET,COLLEGE POINT BOULEVARD,,,ADDRESS,FLUSHING,,N/A,Open,03/09/2018 01:48:52 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,07 QUEENS,4050600069,QUEENS,1029688,214733,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.75595223292843,-73.83599229045593,"(40.75595223292843, -73.83599229045593)"
38427268,02/09/2018 07:26:59 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11221,137 BLEECKER STREET,BLEECKER STREET,CENTRAL AVENUE,WILSON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,03/11/2018 07:26:59 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",02/12/2018 03:57:28 PM,04 BROOKLYN,3032970050,BROOKLYN,1006353,192890,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.69608766176707,-73.92029125782894,"(40.69608766176707, -73.92029125782894)"
38429403,02/09/2018 02:03:38 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11224,3081 CROPSEY AVENUE,CROPSEY AVENUE,BODY OF WATER,BEND,,,ADDRESS,BROOKLYN,,N/A,Assigned,03/11/2018 02:03:38 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",02/12/2018 03:57:28 PM,13 BROOKLYN,3069950024,BROOKLYN,988269,150615,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.5800785220755,-73.98553169461663,"(40.5800785220755, -73.98553169461663)"
38432318,02/10/2018 02:57:29 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10463,3050 FAIRFIELD AVENUE,FAIRFIELD AVENUE,BEND,WEST 231 STREET,,,ADDRESS,BRONX,,N/A,Assigned,03/12/2018 02:57:29 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",02/12/2018 03:57:29 PM,08 BRONX,2057360006,BRONX,1007890,260889,ONLINE,Unspecified,BRONX,,,,,,,,40.88272251672995,-73.9145091449068,"(40.88272251672995, -73.9145091449068)"
38457652,02/13/2018 03:45:37 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Turtle Under 4 inches Long,Store,10013,68 MOTT STREET,MOTT STREET,BAYARD STREET,CANAL STREET,,,ADDRESS,NEW YORK,,N/A,Open,03/15/2018 03:45:37 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,03 MANHATTAN,1002010007,MANHATTAN,984768,200206,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.71619594310532,-73.99813140390948,"(40.71619594310532, -73.99813140390948)"
38500987,02/19/2018 08:58:49 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11206,228 BOERUM STREET,BOERUM STREET,BUSHWICK PLACE,WHITE STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,03/21/2018 08:58:49 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",02/20/2018 04:10:14 PM,01 BROOKLYN,3030820018,BROOKLYN,1001370,196618,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.706331189094335,-73.93825167243578,"(40.706331189094335, -73.93825167243578)"
38517328,02/21/2018 05:18:15 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10314,221 WILD AVENUE,WILD AVENUE,ALBERTA AVENUE,BERESFORD AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,03/23/2018 05:18:15 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",02/26/2018 03:42:42 PM,02 STATEN ISLAND,5026380006,STATEN ISLAND,931510,153813,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.58870040670336,-74.18988741922637,"(40.58870040670336, -74.18988741922637)"
38585997,03/01/2018 02:32:14 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10451,,,,,EAST  158 STREET,COURTLANDT AVENUE,INTERSECTION,BRONX,,N/A,Assigned,03/31/2018 02:32:14 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/01/2018 04:31:36 PM,01 BRONX,,BRONX,1007341,239067,UNKNOWN,Unspecified,BRONX,,,,,,,,40.82282909573844,-73.91656969006738,"(40.82282909573844, -73.91656969006738)"
38590168,03/02/2018 02:03:49 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11432,173-06 WARWICK CRESCENT,WARWICK CRESCENT,173 STREET,175 STREET,,,ADDRESS,JAMAICA,,N/A,Assigned,04/01/2018 02:03:49 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/06/2018 04:01:39 PM,12 QUEENS,4098300026,QUEENS,1042836,198534,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.71141275058141,-73.78867602123738,"(40.71141275058141, -73.78867602123738)"
38623039,03/06/2018 04:53:04 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11427,80-44 217 STREET,217 STREET,UNION TURNPIKE,82 AVENUE,,,ADDRESS,QUEENS VILLAGE,,N/A,Assigned,04/05/2018 04:53:04 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/07/2018 04:11:43 PM,11 QUEENS,4077900056,QUEENS,1052474,206670,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.733674946581864,-73.75382874873907,"(40.733674946581864, -73.75382874873907)"
38634860,03/07/2018 01:17:01 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Ferret,Residence,10002,153 ESSEX STREET,ESSEX STREET,RIVINGTON STREET,STANTON STREET,,,ADDRESS,NEW YORK,,N/A,Open,04/06/2018 01:17:01 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,03 MANHATTAN,1004117504,MANHATTAN,987822,201843,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72068840874191,-73.98711375448764,"(40.72068840874191, -73.98711375448764)"
38636852,03/07/2018 01:12:26 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Ferret,Residence,10002,153 ESSEX STREET,ESSEX STREET,RIVINGTON STREET,STANTON STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,04/06/2018 01:12:26 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/07/2018 04:11:58 PM,03 MANHATTAN,1004117504,MANHATTAN,987822,201843,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72068840874191,-73.98711375448764,"(40.72068840874191, -73.98711375448764)"
38639397,03/08/2018 09:04:30 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Ferret,Residence,10002,153 ESSEX STREET,ESSEX STREET,RIVINGTON STREET,STANTON STREET,,,ADDRESS,NEW YORK,,N/A,Open,04/07/2018 09:04:30 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,03 MANHATTAN,1004117504,MANHATTAN,987822,201843,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72068840874191,-73.98711375448764,"(40.72068840874191, -73.98711375448764)"
38642899,03/08/2018 05:00:42 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Other,Residence,11436,114-13 INWOOD STREET,INWOOD STREET,LINDEN BOULEVARD,115 AVENUE,,,ADDRESS,JAMAICA,,N/A,Open,04/07/2018 05:00:42 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,12 QUEENS,4119760064,QUEENS,1040303,188796,ONLINE,Unspecified,QUEENS,,,,,,,,40.68470069078768,-73.7978937465643,"(40.68470069078768, -73.7978937465643)"
38653125,03/09/2018 07:26:39 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10473,1669 RANDALL AVENUE,RANDALL AVENUE,BEND,ROSEDALE AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,04/08/2018 07:26:39 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/12/2018 03:53:24 PM,09 BRONX,2035510001,BRONX,1020895,236799,ONLINE,Unspecified,BRONX,,,,,,,,40.81655825068693,-73.86761005037683,"(40.81655825068693, -73.86761005037683)"
38659790,03/10/2018 11:13:53 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11105,35-15 23 AVENUE,23 AVENUE,35 STREET,36 STREET,,,ADDRESS,ASTORIA,,N/A,Assigned,04/09/2018 11:13:53 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/12/2018 03:54:27 PM,01 QUEENS,4008220063,QUEENS,1008932,220903,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.772969583877355,-73.91088800017326,"(40.772969583877355, -73.91088800017326)"
38666471,03/11/2018 08:52:27 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10304,40 PROSPECT STREET,PROSPECT STREET,NYCTA SUBWAY,BAY STREET,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,04/10/2018 08:52:27 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/12/2018 03:54:28 PM,01 STATEN ISLAND,5004910011,STATEN ISLAND,963181,168298,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.628590607989835,-74.07590304571677,"(40.628590607989835, -74.07590304571677)"
38666694,03/11/2018 02:53:16 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10011,400 WEST 22 STREET,WEST 22 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,04/10/2018 02:53:16 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/12/2018 03:54:29 PM,04 MANHATTAN,1007190044,MANHATTAN,983692,211029,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74590242362538,-74.00201378677032,"(40.74590242362538, -74.00201378677032)"
38708227,03/16/2018 03:29:03 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10314,1461 MANOR ROAD,MANOR ROAD,BEND,HIGH ROCK PARK PATH,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,04/15/2018 03:29:03 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/22/2018 04:03:15 PM,02 STATEN ISLAND,,STATEN ISLAND,949105,154469,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.59058822059091,-74.12654112828416,"(40.59058822059091, -74.12654112828416)"
38721988,03/18/2018 02:08:54 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11432,173-06 WARWICK CRESCENT,WARWICK CRESCENT,173 STREET,175 STREET,,,ADDRESS,JAMAICA,,N/A,Open,04/17/2018 02:08:54 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,12 QUEENS,4098300026,QUEENS,1042836,198534,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.71141275058141,-73.78867602123738,"(40.71141275058141, -73.78867602123738)"
38723657,03/18/2018 08:49:31 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10028,,,,,EAST   85 STREET,1 AVENUE,INTERSECTION,NEW YORK,,N/A,Assigned,04/17/2018 08:49:31 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/22/2018 04:04:16 PM,08 MANHATTAN,,MANHATTAN,998133,222070,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.77619624893512,-73.94987433378367,"(40.77619624893512, -73.94987433378367)"
38762760,03/23/2018 12:58:32 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,10039,200 WEST 147 STREET,WEST 147 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,04/22/2018 12:58:32 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/26/2018 03:47:36 PM,10 MANHATTAN,1020320034,MANHATTAN,1001216,239185,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.82316686032849,-73.9386996784629,"(40.82316686032849, -73.9386996784629)"
38777067,03/25/2018 01:01:11 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10010,8 PETER COOPER ROAD,PETER COOPER ROAD,BEND,BEND,,,ADDRESS,NEW YORK,,N/A,Assigned,04/24/2018 01:01:11 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/26/2018 03:48:25 PM,06 MANHATTAN,1009780001,MANHATTAN,991132,206763,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.734190653691996,-73.97516766158883,"(40.734190653691996, -73.97516766158883)"
38777779,03/25/2018 01:09:33 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11432,173-06 WARWICK CRESCENT,WARWICK CRESCENT,173 STREET,175 STREET,,,ADDRESS,JAMAICA,,N/A,Open,04/24/2018 01:09:33 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,12 QUEENS,4098300026,QUEENS,1042836,198534,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.71141275058141,-73.78867602123738,"(40.71141275058141, -73.78867602123738)"
38797835,03/27/2018 01:52:34 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11208,134 ELTON STREET,ELTON STREET,ARLINGTON AVENUE,FULTON STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,04/26/2018 01:52:34 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",03/27/2018 04:13:01 PM,05 BROOKLYN,3039400015,BROOKLYN,1016201,187190,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68041240829403,-73.88480406415779,"(40.68041240829403, -73.88480406415779)"
38810885,03/29/2018 07:49:53 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Other,Residence,10034,165 SHERMAN AVENUE,SHERMAN AVENUE,ACADEMY STREET,WEST 204 STREET,,,ADDRESS,NEW YORK,,N/A,Open,04/28/2018 07:49:53 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,12 MANHATTAN,1022210011,MANHATTAN,1005613,254344,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.86476431663921,-73.92276447154296,"(40.86476431663921, -73.92276447154296)"
38812918,03/29/2018 06:50:13 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Other,Street Vendor,10032,560 WEST 160 STREET,WEST 160 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Open,04/28/2018 06:50:13 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,12 MANHATTAN,1021180011,MANHATTAN,1000227,243640,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.83539640203122,-73.94226245091785,"(40.83539640203122, -73.94226245091785)"
38825112,03/30/2018 03:14:53 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,10039,200 WEST 147 STREET,WEST 147 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,04/29/2018 03:14:53 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,10 MANHATTAN,1020320034,MANHATTAN,1001216,239185,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.82316686032849,-73.9386996784629,"(40.82316686032849, -73.9386996784629)"
38825279,03/30/2018 05:20:33 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10471,5934 POST ROAD,POST ROAD,WEST 259 STREET,WEST 260 STREET,,,ADDRESS,BRONX,,N/A,Assigned,04/29/2018 05:20:33 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",04/05/2018 12:28:30 PM,08 BRONX,2058640512,BRONX,1012579,269655,ONLINE,Unspecified,BRONX,,,,,,,,40.906768575896486,-73.89751493741467,"(40.906768575896486, -73.89751493741467)"
38825889,03/31/2018 04:38:15 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Turtle Under 4 inches Long,Street Vendor,11213,1110 EASTERN PARKWAY,EASTERN PARKWAY,SCHENECTADY AVENUE,UTICA AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,04/30/2018 04:38:15 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,09 BROOKLYN,3013960034,BROOKLYN,1003151,182957,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.668831264278204,-73.93186629771412,"(40.668831264278204, -73.93186629771412)"
38838280,04/02/2018 11:09:52 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10301,118 YORK AVENUE,YORK AVENUE,BUCHANAN STREET,BEND,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,05/02/2018 11:09:52 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",04/05/2018 12:29:33 PM,01 STATEN ISLAND,5000540060,STATEN ISLAND,959879,173919,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.64401057956228,-74.08781910399999,"(40.64401057956228, -74.08781910399999)"
38846546,04/03/2018 10:19:02 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10471,,,,,WEST  260 STREET,POST ROAD,INTERSECTION,BRONX,,N/A,Assigned,05/03/2018 10:19:02 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",04/05/2018 12:29:32 PM,08 BRONX,,BRONX,1012567,269911,UNKNOWN,Unspecified,BRONX,,,,,,,,40.90747125086953,-73.89755726637449,"(40.90747125086953, -73.89755726637449)"
38846763,04/03/2018 01:28:23 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Ferret,Residence,10002,153 ESSEX STREET,ESSEX STREET,RIVINGTON STREET,STANTON STREET,,,ADDRESS,NEW YORK,,N/A,Open,05/03/2018 01:28:23 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,03 MANHATTAN,1004117504,MANHATTAN,987822,201843,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72068840874191,-73.98711375448764,"(40.72068840874191, -73.98711375448764)"
38882365,04/07/2018 04:20:45 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10303,10 DOREEN DRIVE,DOREEN DRIVE,WILCOX STREET,BENJAMIN DRIVE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,05/07/2018 04:20:45 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",04/10/2018 04:08:32 PM,01 STATEN ISLAND,5016820028,STATEN ISLAND,940097,166747,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.62424846728172,-74.15905503689545,"(40.62424846728172, -74.15905503689545)"
38882596,04/07/2018 04:58:51 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Turtle Under 4 inches Long,Street Vendor,11213,1110 EASTERN PARKWAY,EASTERN PARKWAY,SCHENECTADY AVENUE,UTICA AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,05/07/2018 04:58:51 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,09 BROOKLYN,3013960034,BROOKLYN,1003151,182957,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.668831264278204,-73.93186629771412,"(40.668831264278204, -73.93186629771412)"
38888373,04/08/2018 06:17:25 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11691,1326 CENTRAL AVENUE,CENTRAL AVENUE,NEILSON STREET,NAMEOKE AVENUE,,,ADDRESS,FAR ROCKAWAY,,N/A,Assigned,05/08/2018 06:17:25 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",04/10/2018 04:08:31 PM,14 QUEENS,4155350061,QUEENS,1053714,160509,ONLINE,Unspecified,QUEENS,,,,,,,,40.60696421430687,-73.74983019066116,"(40.60696421430687, -73.74983019066116)"
38892466,04/09/2018 02:04:26 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Turtle Under 4 inches Long,Street Vendor,11206,,,,,FLUSHING AVENUE,BROADWAY,INTERSECTION,BROOKLYN,,N/A,Open,05/09/2018 02:04:26 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,01 BROOKLYN,,BROOKLYN,1000351,194575,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.70072554817225,-73.94193187995255,"(40.70072554817225, -73.94193187995255)"
38901637,04/10/2018 09:31:12 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Other,Residence,11420,127-05 133 AVENUE,133 AVENUE,127 STREET,128 STREET,,,ADDRESS,SOUTH OZONE PARK,,N/A,Open,05/10/2018 09:31:12 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,10 QUEENS,4117650008,QUEENS,1036429,183740,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.670846831210305,-73.81190104963709,"(40.670846831210305, -73.81190104963709)"
38908227,04/10/2018 10:06:39 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Turtle Under 4 inches Long,Street Vendor,11206,,,,,FLUSHING AVENUE,BROADWAY,INTERSECTION,BROOKLYN,,N/A,Open,05/10/2018 10:06:39 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,01 BROOKLYN,,BROOKLYN,1000351,194575,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70072554817225,-73.94193187995255,"(40.70072554817225, -73.94193187995255)"
